sessionId,participantId,condition,orderMode,orderSeed,layoutOrder,layoutIndex,trialIndex,trialId,layoutId,phraseId,trialType,learningKind,isPractice,target,typed,startTimeMs,endTimeMs,elapsedMs,charCount,wpm,editDistance,backspaceCount,keypressCount,tlxMental,tlxPhysical,tlxTemporal,tlxPerformance,tlxEffort,tlxFrustration,tlxOverall
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,145,fits_or_something,learning-bigram-63,learning,bigram,false,ti,ti,1770154708999,1770154709773,774,2,31.01,0,0,2,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,146,fits_or_something,learning-bigram-64,learning,bigram,false,es,es,1770154711807,1770154715083,3276,2,7.33,0,0,2,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,147,fits_or_something,learning-word-65,learning,word,false,the,the,1770154718607,1770154720988,2382,3,15.11,0,0,3,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,148,fits_or_something,learning-word-66,learning,word,false,and,and,1770154722320,1770154724644,2324,3,15.49,0,0,3,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,149,fits_or_something,learning-word-67,learning,word,false,for,for,1770154727439,1770154733314,5875,3,6.13,0,0,3,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,150,fits_or_something,learning-word-68,learning,word,false,you,you,1770154736309,1770154737293,984,3,36.59,0,0,3,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,151,fits_or_something,learning-word-69,learning,word,false,not,not,1770154743373,1770154745401,2027,3,17.76,0,0,3,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,152,fits_or_something,learning-word-70,learning,word,false,with,with,1770154747705,1770154751096,3391,4,14.15,0,0,4,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,0,153,fits_or_something,2,practice,,true,a simple keyboard prototype,a simple keyboard prototype,1770154754354,1770154792059,37704,27,8.59,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,0,154,fits_or_something,3,practice,,true,typing on a screen keyboard,typing on a screen keyboard,1770154794506,1770154846284,51778,27,6.26,0,1,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,1,155,fits_or_something,4,practice,,false,we measure speed and errors,we measure speed and errors,1770154851702,1770154882367,30666,27,10.57,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,2,156,fits_or_something,5,main,,false,practice makes perfect,practice makes perfect,1770154884869,1770154920665,35796,22,7.38,0,0,23,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,3,157,fits_or_something,6,main,,false,data is logged for analysis,data is for analasys,1770154924457,1770154951239,26782,20,8.96,9,1,23,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,4,158,fits_or_something,7,main,,false,edit distance counts mistakes,edit distance counts mistakes,1770154955086,1770154989753,34667,29,10.04,0,0,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,5,159,fits_or_something,8,main,,false,web based experiments are handy,web based experiments are handy,1770154994374,1770155038052,43678,31,8.52,0,0,32,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,6,160,fits_or_something,9,main,,false,layouts can be generated later,layouts can be generated later,1770155039462,1770155079876,40414,30,8.91,0,0,31,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,7,161,fits_or_something,0,main,,false,the quick brown fox,the quick brown fox,1770155084154,1770155117800,33646,19,6.78,0,0,20,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,8,162,fits_or_something,1,main,,false,human computer interaction,human computer interaction,1770155122222,1770155170347,48125,26,6.48,0,0,27,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,9,163,fits_or_something,2,main,,false,a simple keyboard prototype,a simple keyboard prototype,1770155171817,1770155236879,65061,27,4.98,0,1,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,2,10,164,fits_or_something,3,main,,false,typing on a screen keyboard,typing on a screen keyboard,1770155240539,1770155273524,32986,27,9.82,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,1,165,fake_qwerty,learning-alpha-guided-1,learning,alpha-guided,false,a,a,1770155684329,1770155684329,0,1,0,0,0,1,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,0,166,fake_qwerty,4,practice,,true,we measure speed and errors,we measure speed and errors,1770155694410,1770155733533,39123,27,8.28,0,1,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,0,167,fake_qwerty,5,practice,,true,practice makes perfect,practice makes perfect,1770155740853,1770155766638,25785,22,10.24,0,0,23,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,1,168,fake_qwerty,6,practice,,false,data is logged for analysis,data is logged for analysis,1770155772729,1770155811798,39069,27,8.29,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,2,169,fake_qwerty,7,main,,false,edit distance counts mistakes,edit distance counts mistakes,1770155813748,1770155849680,35932,29,9.68,0,0,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,3,170,fake_qwerty,8,main,,false,web based experiments are handy,web based experiments are handy,1770155853868,1770155912230,58362,31,6.37,0,0,32,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,4,171,fake_qwerty,9,main,,false,layouts can be generated later,layouts can be generated later,1770155914114,1770155957701,43587,30,8.26,0,0,31,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,5,172,fake_qwerty,0,main,,false,the quick brown fox,the quick brown fox,1770155959976,1770156009569,49593,19,4.6,0,0,20,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,6,173,fake_qwerty,1,main,,false,human computer interaction,human computer interaction,1770156011537,1770156036847,25310,26,12.33,0,0,27,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,7,174,fake_qwerty,2,main,,false,a simple keyboard prototype,a simple keyboard prototype,1770156040291,1770156087291,47000,27,6.89,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,8,175,fake_qwerty,3,main,,false,typing on a screen keyboard,typing on a screen keyboard,1770156089031,1770156139193,50163,27,6.46,0,1,30,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,9,176,fake_qwerty,4,main,,false,we measure speed and errors,we measure speed and errors,1770156144127,1770156177538,33411,27,9.7,0,0,28,100,100,98,0,100,100,83
session_1770154074713_671464,lukafrfr,,fixed,,clancy_custom|fits_or_something|fake_qwerty,3,10,177,fake_qwerty,5,main,,false,practice makes perfect,practice makes perfect,1770156179789,1770156205256,25467,22,10.37,0,0,23,100,100,98,0,100,100,83
